pdf_name,image_name,image_path,result
43.pdf,43_26.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/43/43_26.jpeg,MDS
45.pdf,45_01.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_01.jpeg,RFR Facility
45.pdf,45_02.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_02.jpeg,RFR HHC
45.pdf,45_03.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_03.jpeg,RFR HHC
45.pdf,45_04.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_04.jpeg,RFR HHC
45.pdf,45_05.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_05.jpeg,RFR HHC
45.pdf,45_06.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_06.jpeg,Plan of Care (POC)
45.pdf,45_07.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_07.jpeg,Cognitive Questionnaire MD
45.pdf,45_08.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_08.jpeg,MDS
45.pdf,45_09.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_09.jpeg,MDS
45.pdf,45_10.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_10.jpeg,MDS
45.pdf,45_11.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_11.jpeg,MDS
45.pdf,45_12.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_12.jpeg,MDS
45.pdf,45_13.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_13.jpeg,MDS
45.pdf,45_14.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_14.jpeg,MDS
45.pdf,45_15.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_15.jpeg,Plan of Care (POC)
45.pdf,45_16.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_16.jpeg,MDS
45.pdf,45_17.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_17.jpeg,MDS
45.pdf,45_18.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_18.jpeg,MDS
45.pdf,45_19.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_19.jpeg,MDS
45.pdf,45_20.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_20.jpeg,MDS
45.pdf,45_21.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_21.jpeg,Plan of Care (POC)
45.pdf,45_22.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_22.jpeg,MDS
45.pdf,45_23.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_23.jpeg,MDS
45.pdf,45_24.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_24.jpeg,MDS
45.pdf,45_25.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_25.jpeg,MDS
45.pdf,45_26.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_26.jpeg,MDS
45.pdf,45_27.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_27.jpeg,MDS
45.pdf,45_28.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_28.jpeg,MDS
45.pdf,45_29.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_29.jpeg,MDS
45.pdf,45_30.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_30.jpeg,MDS
45.pdf,45_31.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_31.jpeg,MDS
45.pdf,45_32.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_32.jpeg,Plan of Care (POC)
45.pdf,45_33.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_33.jpeg,Plan of Care (POC)
45.pdf,45_34.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_34.jpeg,Plan of Care (POC)
45.pdf,45_35.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_35.jpeg,MDS
45.pdf,45_36.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_36.jpeg,MDS
45.pdf,45_37.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_37.jpeg,MDS
45.pdf,45_38.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_38.jpeg,MDS
45.pdf,45_39.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_39.jpeg,RFR HHC
45.pdf,45_40.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_40.jpeg,MDS
45.pdf,45_41.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_41.jpeg,MDS
45.pdf,45_42.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_42.jpeg,MDS
45.pdf,45_43.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_43.jpeg,RFR HHC
45.pdf,45_44.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_44.jpeg,MDS
45.pdf,45_45.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_45.jpeg,MDS
45.pdf,45_46.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_46.jpeg,MDS
45.pdf,45_47.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_47.jpeg,MDS
45.pdf,45_48.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_48.jpeg,MDS
45.pdf,45_49.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_49.jpeg,MDS
45.pdf,45_50.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_50.jpeg,MDS
45.pdf,45_51.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_51.jpeg,MDS
45.pdf,45_52.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_52.jpeg,RFR HHC
45.pdf,45_53.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_53.jpeg,MDS
45.pdf,45_54.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_54.jpeg,MDS
45.pdf,45_55.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_55.jpeg,MDS
45.pdf,45_56.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_56.jpeg,MDS
45.pdf,45_57.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_57.jpeg,RFR Facility
45.pdf,45_58.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_58.jpeg,MDS
45.pdf,45_59.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_59.jpeg,MDS
45.pdf,45_60.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_60.jpeg,RFR HHC
45.pdf,45_61.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_61.jpeg,RFR Facility
45.pdf,45_62.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_62.jpeg,RFR Facility
45.pdf,45_63.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_63.jpeg,RFR HHC
45.pdf,45_64.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_64.jpeg,RFR HHC
45.pdf,45_65.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_65.jpeg,RFR Facility
45.pdf,45_66.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_66.jpeg,RFR Facility
45.pdf,45_67.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_67.jpeg,RFR HHC
45.pdf,45_68.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_68.jpeg,RFR Facility
45.pdf,45_69.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_69.jpeg,RFR Facility
45.pdf,45_70.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_70.jpeg,RFR HHC
45.pdf,45_71.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_71.jpeg,RFR Facility
45.pdf,45_72.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_72.jpeg,RFR Facility
45.pdf,45_73.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_73.jpeg,RFR HHC
45.pdf,45_74.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_74.jpeg,RFR Facility
45.pdf,45_75.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/45/45_75.jpeg,RFR Facility
05.pdf,05_01.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_01.jpeg,BEA
05.pdf,05_02.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_02.jpeg,Plan of Care (POC)
05.pdf,05_03.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_03.jpeg,Plan of Care (POC)
05.pdf,05_04.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_04.jpeg,Cognitive Questionnaire MD
05.pdf,05_05.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_05.jpeg,Plan of Care (POC)
05.pdf,05_06.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_06.jpeg,BEA
05.pdf,05_07.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_07.jpeg,BEA
05.pdf,05_08.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_08.jpeg,BEA
05.pdf,05_09.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_09.jpeg,BEA
05.pdf,05_10.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_10.jpeg,BEA
05.pdf,05_11.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_11.jpeg,BEA
05.pdf,05_12.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_12.jpeg,BEA
05.pdf,05_13.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_13.jpeg,BEA
05.pdf,05_14.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_14.jpeg,BEA
05.pdf,05_15.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_15.jpeg,BEA
05.pdf,05_16.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_16.jpeg,BEA
05.pdf,05_17.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_17.jpeg,BEA
05.pdf,05_18.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_18.jpeg,BEA
05.pdf,05_19.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_19.jpeg,BEA
05.pdf,05_20.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_20.jpeg,BEA
05.pdf,05_21.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_21.jpeg,BEA
05.pdf,05_22.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_22.jpeg,BEA
05.pdf,05_23.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_23.jpeg,BEA
05.pdf,05_24.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_24.jpeg,BEA
05.pdf,05_25.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_25.jpeg,BEA
05.pdf,05_26.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_26.jpeg,BEA
05.pdf,05_27.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_27.jpeg,BEA
05.pdf,05_28.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_28.jpeg,BEA
05.pdf,05_29.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_29.jpeg,BEA
05.pdf,05_30.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_30.jpeg,BEA
05.pdf,05_31.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_31.jpeg,BEA
05.pdf,05_32.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_32.jpeg,BEA
05.pdf,05_33.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_33.jpeg,BEA
05.pdf,05_34.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_34.jpeg,BEA
05.pdf,05_35.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_35.jpeg,BEA
05.pdf,05_36.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_36.jpeg,BEA
05.pdf,05_37.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_37.jpeg,BEA
05.pdf,05_38.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_38.jpeg,BEA
05.pdf,05_39.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_39.jpeg,BEA
05.pdf,05_40.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_40.jpeg,BEA
05.pdf,05_41.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_41.jpeg,BEA
05.pdf,05_42.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_42.jpeg,BEA
05.pdf,05_43.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_43.jpeg,BEA
05.pdf,05_44.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_44.jpeg,BEA
05.pdf,05_45.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_45.jpeg,BEA
05.pdf,05_46.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_46.jpeg,BEA
05.pdf,05_47.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_47.jpeg,Plan of Care (POC)
05.pdf,05_48.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_48.jpeg,Plan of Care (POC)
05.pdf,05_49.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_49.jpeg,Cognitive Questionnaire MD
05.pdf,05_50.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_50.jpeg,Plan of Care (POC)
05.pdf,05_51.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_51.jpeg,BEA
05.pdf,05_52.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_52.jpeg,BEA
05.pdf,05_53.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_53.jpeg,BEA
05.pdf,05_54.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_54.jpeg,BEA
05.pdf,05_55.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_55.jpeg,BEA
05.pdf,05_56.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_56.jpeg,BEA
05.pdf,05_57.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_57.jpeg,BEA
05.pdf,05_58.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_58.jpeg,BEA
05.pdf,05_59.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_59.jpeg,BEA
05.pdf,05_60.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_60.jpeg,BEA
05.pdf,05_61.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_61.jpeg,BEA
05.pdf,05_62.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_62.jpeg,BEA
05.pdf,05_63.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_63.jpeg,BEA
05.pdf,05_64.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_64.jpeg,BEA
05.pdf,05_65.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_65.jpeg,BEA
05.pdf,05_66.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_66.jpeg,BEA
05.pdf,05_67.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_67.jpeg,BEA
05.pdf,05_68.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_68.jpeg,BEA
05.pdf,05_69.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_69.jpeg,BEA
05.pdf,05_70.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_70.jpeg,BEA
05.pdf,05_71.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_71.jpeg,BEA
05.pdf,05_72.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_72.jpeg,BEA
05.pdf,05_73.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_73.jpeg,BEA
05.pdf,05_74.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_74.jpeg,BEA
05.pdf,05_75.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_75.jpeg,BEA
05.pdf,05_76.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_76.jpeg,BEA
05.pdf,05_77.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_77.jpeg,BEA
05.pdf,05_78.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_78.jpeg,BEA
05.pdf,05_79.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_79.jpeg,Plan of Care (POC)
05.pdf,05_80.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_80.jpeg,Plan of Care (POC)
05.pdf,05_81.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_81.jpeg,Plan of Care (POC)
05.pdf,05_82.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_82.jpeg,BEA
05.pdf,05_83.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_83.jpeg,BEA
05.pdf,05_84.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_84.jpeg,BEA
05.pdf,05_85.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_85.jpeg,BEA
05.pdf,05_86.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_86.jpeg,BEA
05.pdf,05_87.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_87.jpeg,RFR HHC
05.pdf,05_88.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_88.jpeg,RFR HHC
05.pdf,05_89.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_89.jpeg,BEA
05.pdf,05_90.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_90.jpeg,RFR HHC
05.pdf,05_91.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_91.jpeg,BEA
05.pdf,05_92.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_92.jpeg,BEA
05.pdf,05_93.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_93.jpeg,BEA
05.pdf,05_94.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_94.jpeg,BEA
05.pdf,05_95.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_95.jpeg,BEA
05.pdf,05_96.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_96.jpeg,BEA
05.pdf,05_97.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_97.jpeg,BEA
05.pdf,05_98.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_98.jpeg,BEA
05.pdf,05_99.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_99.jpeg,BEA
05.pdf,05_100.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_100.jpeg,BEA
05.pdf,05_101.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_101.jpeg,BEA
05.pdf,05_102.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_102.jpeg,BEA
05.pdf,05_103.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_103.jpeg,BEA
05.pdf,05_104.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_104.jpeg,BEA
05.pdf,05_105.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_105.jpeg,BEA
05.pdf,05_106.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_106.jpeg,BEA
05.pdf,05_107.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_107.jpeg,BEA
05.pdf,05_108.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_108.jpeg,BEA
05.pdf,05_109.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_109.jpeg,BEA
05.pdf,05_110.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_110.jpeg,BEA
05.pdf,05_111.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_111.jpeg,BEA
05.pdf,05_112.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/05/05_112.jpeg,BEA
36.pdf,36_01.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/36/36_01.jpeg,MDS
36.pdf,36_02.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/36/36_02.jpeg,MDS
36.pdf,36_03.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/36/36_03.jpeg,MDS
36.pdf,36_04.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/36/36_04.jpeg,MDS
36.pdf,36_05.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/36/36_05.jpeg,MDS
36.pdf,36_06.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/36/36_06.jpeg,MDS
36.pdf,36_07.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/36/36_07.jpeg,MDS
57.pdf,57_01.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_01.jpeg,RFR Facility
57.pdf,57_02.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_02.jpeg,Plan of Care (POC)
57.pdf,57_03.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_03.jpeg,RFR HHC
57.pdf,57_04.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_04.jpeg,RFR HHC
57.pdf,57_05.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_05.jpeg,RFR Facility
57.pdf,57_06.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_06.jpeg,Plan of Care (POC)
57.pdf,57_07.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_07.jpeg,Cognitive Questionnaire MD
57.pdf,57_08.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_08.jpeg,RFR Facility
57.pdf,57_09.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_09.jpeg,CCNA
57.pdf,57_10.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_10.jpeg,RFR HHC
57.pdf,57_11.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_11.jpeg,Medication Administration Screen Form
57.pdf,57_12.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_12.jpeg,RFR HHC
57.pdf,57_13.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_13.jpeg,Medication Administration Screen Form
57.pdf,57_14.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_14.jpeg,RFR HHC
57.pdf,57_15.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_15.jpeg,RFR HHC
57.pdf,57_16.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_16.jpeg,RFR HHC
57.pdf,57_17.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_17.jpeg,Cognitive Questionnaire MD
57.pdf,57_18.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_18.jpeg,RFR HHC
57.pdf,57_19.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_19.jpeg,RFR HHC
57.pdf,57_20.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_20.jpeg,Plan of Care (POC)
57.pdf,57_21.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_21.jpeg,Plan of Care (POC)
57.pdf,57_22.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_22.jpeg,Plan of Care (POC)
57.pdf,57_23.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_23.jpeg,RFR HHC
57.pdf,57_24.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_24.jpeg,Nursing Assessment
57.pdf,57_25.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_25.jpeg,Plan of Care (POC)
57.pdf,57_26.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_26.jpeg,Plan of Care (POC)
57.pdf,57_27.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_27.jpeg,Plan of Care (POC)
57.pdf,57_28.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_28.jpeg,Plan of Care (POC)
57.pdf,57_29.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_29.jpeg,Plan of Care (POC)
57.pdf,57_30.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_30.jpeg,Plan of Care (POC)
57.pdf,57_31.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_31.jpeg,Plan of Care (POC)
57.pdf,57_32.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_32.jpeg,Plan of Care (POC)
57.pdf,57_33.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_33.jpeg,Plan of Care (POC)
57.pdf,57_34.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_34.jpeg,Plan of Care (POC)
57.pdf,57_35.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_35.jpeg,Plan of Care (POC)
57.pdf,57_36.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/57/57_36.jpeg,RFR HHC
09.pdf,09_01.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/09/09_01.jpeg,RFR HHC
09.pdf,09_02.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/09/09_02.jpeg,RFR HHC
09.pdf,09_03.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/09/09_03.jpeg,RFR HHC
09.pdf,09_04.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/09/09_04.jpeg,RFR HHC
09.pdf,09_05.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/09/09_05.jpeg,Plan of Care (POC)
09.pdf,09_06.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/09/09_06.jpeg,RFR HHC
09.pdf,09_07.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/09/09_07.jpeg,Cognitive Questionnaire MD
09.pdf,09_08.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/09/09_08.jpeg,Plan of Care (POC)
09.pdf,09_09.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/09/09_09.jpeg,Plan of Care (POC)
09.pdf,09_10.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/09/09_10.jpeg,Cognitive Questionnaire MD
