TEXT,LABELS,BOUNDING_BOXES,token_ids,tokenized_text,tokenized_text_label_ids,tokenized_text_label
SK2013,S-performa_invoice_no,"[120, 258, 172, 266]",2034,first,8,S-consignee_address
-,S-performa_invoice_no,"[172, 258, 177, 265]",2723,floor,8,S-consignee_address
F010,S-performa_invoice_no,"[177, 258, 209, 265]",1010,",",8,S-consignee_address
PORT,O,"[120, 280, 152, 288]",2379,near,8,S-consignee_address
OF,O,"[156, 280, 172, 287]",2143,film,8,S-consignee_address
LOADING,O,"[176, 280, 228, 287]",23137,##istan,-100,O
BUSAN,S-port_of_loading,"[120, 296, 172, 303]",5988,cinema,8,S-consignee_address
",",S-port_of_loading,"[172, 296, 177, 303]",1010,",",8,S-consignee_address
KOREA,S-port_of_loading,"[181, 296, 236, 303]",6640,83,8,S-consignee_address
HS.CODE,O,"[139, 321, 192, 325]",27814,##58,-100,O
DATE,O,"[291, 242, 322, 249]",1010,",",8,S-consignee_address
Oct.,S-invoice_date,"[291, 259, 318, 266]",2944,model,8,S-consignee_address
29,S-invoice_date,"[325, 259, 340, 266]",19021,bas,8,S-consignee_address
",",S-invoice_date,"[340, 259, 343, 266]",3775,##ti,-100,O
2013,S-invoice_date,"[348, 259, 382, 266]",1010,",",8,S-consignee_address
FINAL,O,"[290, 280, 323, 288]",2047,new,8,S-consignee_address
DESTIREATION,O,"[327, 279, 407, 287]",6768,delhi,8,S-consignee_address
NEW,S-final_destination,"[291, 296, 323, 304]",1011,-,8,S-consignee_address
DELHI,S-final_destination,"[328, 296, 374, 303]",22096,1100,8,S-consignee_address
",",S-final_destination,"[372, 296, 377, 303]",2692,##0,-100,O
INDIA,S-final_destination,"[380, 296, 421, 303]",2629,##5,-100,O
8416.90-9000,O,"[122, 363, 213, 373]",10093,tel,34,O
SPARE,O,"[229, 363, 280, 373]",1024,:,34,O
PARTS,O,"[285, 363, 332, 373]",1006,(,34,O
FOR,O,"[337, 363, 365, 373]",1014,0,34,O
BURNER,O,"[374, 363, 434, 373]",1007,),34,O
FAN,S-goods_description,"[221, 379, 248, 387]",17825,235,34,O
WHEEL,S-goods_description,"[253, 379, 307, 387]",24087,##55,-100,O
OF,S-goods_description,"[310, 379, 328, 387]",19961,##45,-100,O
GPM,S-goods_description,"[335, 379, 369, 387]",2475,##2,-100,O
25LB,S-goods_description,"[372, 379, 409, 387]",1010,",",34,O
FAN,S-goods_description,"[219, 393, 248, 403]",17825,235,34,O
WHEEL,S-goods_description,"[251, 393, 305, 403]",21486,##31,-100,O
OF,S-goods_description,"[308, 393, 330, 403]",2575,##6,-100,O
GPM,S-goods_description,"[335, 393, 367, 403]",16048,##16,-100,O
16LB,S-goods_description,"[372, 393, 409, 403]",1010,",",34,O
OIL,S-goods_description,"[219, 409, 243, 417]",23593,236,34,O
FILTER,S-goods_description,"[248, 409, 298, 417]",2581,##7,-100,O
FOR,S-goods_description,"[303, 409, 335, 417]",2683,##9,-100,O
GPM,S-goods_description,"[340, 409, 372, 417]",27814,##58,-100,O
12ULB,S-goods_description,"[377, 409, 422, 417]",2629,##5,-100,O
DIFFUSER,S-goods_description,"[219, 423, 291, 432]",6904,fa,34,O
DISC,S-goods_description,"[296, 423, 328, 431]",2595,##x,-100,O
FOR,S-goods_description,"[333, 423, 365, 431]",1024,:,34,O
GPM,S-goods_description,"[370, 423, 404, 431]",4002,00,34,O
08,S-goods_description,"[409, 423, 424, 431]",2683,##9,-100,O
FLAME,S-goods_description,"[219, 438, 270, 448]",2487,##1,-100,O
TUBE,S-goods_description,"[273, 438, 315, 448]",1011,-,-100,O
OF,S-goods_description,"[317, 438, 338, 448]",2340,11,-100,O
GPM,S-goods_description,"[343, 438, 377, 448]",1011,-,-100,O
08,S-goods_description,"[380, 438, 399, 448]",23593,236,-100,O
FALME,S-goods_description,"[219, 454, 271, 463]",2581,##7,-100,O
TUBE,S-goods_description,"[275, 454, 315, 463]",2683,##9,-100,O
OF,S-goods_description,"[317, 454, 340, 463]",27814,##58,-100,O
GPM,S-goods_description,"[343, 454, 377, 463]",2629,##5,-100,O
12ULB,S-goods_description,"[380, 454, 427, 463]",2025,not,34,O
FUEL,S-goods_description,"[219, 468, 258, 476]",8757,##ify,-100,O
LINE,S-goods_description,"[263, 468, 296, 476]",2283,party,34,O
FOR,S-goods_description,"[300, 468, 332, 476]",8739,sake,19,S-notify_party_name
GPM,S-goods_description,"[335, 468, 369, 476]",2004,as,19,S-notify_party_name
12ULB,S-goods_description,"[374, 468, 421, 476]",2682,above,19,S-notify_party_name
FUEL,S-goods_description,"[219, 483, 260, 493]",2053,no,34,O
LINE,S-goods_description,"[263, 483, 296, 493]",1012,.,34,O
FOR,S-goods_description,"[300, 483, 330, 493]",15315,sk,9,S-performa_invoice_no
GPM,S-goods_description,"[335, 483, 369, 493]",11387,##20,-100,O
20SLB,S-goods_description,"[372, 483, 417, 493]",17134,##13,-100,O
TRANSFORMER,S-goods_description,"[219, 499, 335, 508]",1011,-,9,S-performa_invoice_no
FOR,S-goods_description,"[338, 499, 370, 508]",1042,f,9,S-performa_invoice_no
GPM,S-goods_description,"[374, 499, 407, 508]",24096,##01,-100,O
12ULB,S-goods_description,"[412, 499, 458, 508]",2692,##0,-100,O
PRICE,O,"[471, 243, 508, 249]",3417,port,34,O
TERMS,O,"[511, 243, 552, 249]",1997,of,34,O
F.O.B,O,"[471, 258, 508, 266]",10578,loading,34,O
BUSAN,O,"[513, 258, 565, 266]",3902,bus,23,S-port_of_loading
DESCRIPTION,O,"[310, 319, 390, 325]",2319,##an,-100,O
OF,O,"[395, 319, 411, 325]",1010,",",23,S-port_of_loading
GOODS,O,"[417, 319, 459, 325]",4420,korea,23,S-port_of_loading
/,O,"[463, 319, 468, 325]",26236,hs,34,O
SERVICE,O,"[468, 319, 520, 325]",1012,.,-100,O
CARRIER,O,"[471, 280, 523, 288]",3642,code,-100,O
BY,S-pre_carriage_by,"[471, 296, 491, 303]",3058,date,34,O
SEA,S-pre_carriage_by,"[494, 296, 525, 303]",13323,oct,54,S-invoice_date
TOTAL,O,"[392, 757, 439, 764]",1012,.,-100,O
Infra,S-signed_by,"[312, 573, 439, 644]",2756,29,54,S-invoice_date
Accepted,S-signed_by,"[432, 510, 557, 586]",1010,",",54,S-invoice_date
For,S-diclaration_by,"[317, 648, 348, 668]",2286,2013,54,S-invoice_date
FALCON,S-signed_by,"[342, 626, 412, 659]",2345,final,34,O
SALES,S-signed_by,"[409, 607, 466, 637]",4078,des,34,O
CORPORATION,S-signed_by,"[461, 569, 583, 620]",3775,##ti,-100,O
на,O,"[364, 646, 431, 702]",16416,##rea,-100,O
нашечени,S-signed_by,"[414, 590, 578, 682]",3508,##tion,-100,O
PAYMENT,O,"[617, 243, 677, 250]",2047,new,10,S-final_destination
TIT,S-payment_terms,"[619, 256, 639, 266]",6768,delhi,10,S-final_destination
IN,S-payment_terms,"[642, 256, 657, 265]",1010,",",10,S-final_destination
ADVANCE,S-payment_terms,"[662, 256, 733, 265]",2634,india,10,S-final_destination
1/5,O,"[500, 871, 523, 878]",6391,84,34,O
SALING,O,"[617, 281, 659, 287]",16048,##16,-100,O
ON,O,"[664, 281, 681, 287]",1012,.,-100,O
OR,O,"[686, 281, 703, 287]",3938,90,-100,O
ABOUT,O,"[706, 281, 748, 287]",1011,-,-100,O
TOGETHER,O,"[619, 293, 697, 304]",7706,900,-100,O
WITH,O,"[703, 293, 739, 303]",2692,##0,-100,O
SK2013,O,"[746, 293, 798, 303]",8622,spare,34,O
-,O,"[798, 293, 803, 303]",3033,parts,34,O
F009,O,"[803, 293, 838, 303]",2005,for,34,O
CUANTITY,O,"[619, 319, 671, 324]",6402,burn,34,O
PCS,O,"[629, 335, 659, 342]",2121,##er,-100,O
),O,"[656, 335, 662, 342]",5470,fan,27,S-goods_description
PARTNER,S-diclaration_by,"[536, 619, 615, 653]",5217,wheel,27,S-goods_description
28822222S,O,"[634, 378, 652, 502]",1997,of,27,S-goods_description
14,O,"[637, 380, 654, 387]",14246,gp,27,S-goods_description
20,O,"[639, 394, 654, 401]",2213,##m,-100,O
30,O,"[639, 409, 652, 417]",2423,25,27,S-goods_description
10,O,"[637, 424, 654, 430]",20850,##lb,-100,O
10,O,"[637, 439, 656, 445]",5470,fan,27,S-goods_description
10,O,"[639, 454, 654, 461]",5217,wheel,27,S-goods_description
12,O,"[637, 469, 654, 476]",1997,of,27,S-goods_description
12,O,"[639, 483, 654, 492]",14246,gp,27,S-goods_description
R,O,"[642, 498, 654, 506]",2213,##m,-100,O
30,O,"[639, 500, 654, 507]",2385,16,27,S-goods_description
148,S-quantity,"[632, 758, 656, 764]",20850,##lb,-100,O
PAYMENT,O,"[122, 783, 194, 793]",3514,oil,27,S-goods_description
BY,O,"[199, 783, 218, 793]",11307,filter,27,S-goods_description
:,O,"[226, 783, 231, 793]",2005,for,27,S-goods_description
INDUSTRIAL,S-beneficiary_bank,"[239, 783, 327, 793]",14246,gp,27,S-goods_description
BANK,S-beneficiary_bank,"[333, 783, 375, 793]",2213,##m,-100,O
OF,S-beneficiary_bank,"[379, 783, 401, 793]",2260,12,27,S-goods_description
KOREA,S-beneficiary_bank,"[404, 783, 458, 793]",5313,##ul,-100,O
SUNGNAM,O,"[463, 783, 536, 793]",2497,##b,-100,O
-,O,"[538, 783, 545, 793]",28105,diffuse,27,S-goods_description
HITECH,O,"[541, 783, 595, 793]",2099,##r,-100,O
BRANCH,O,"[602, 783, 664, 793]",5860,disc,27,S-goods_description
UNIT,O,"[699, 319, 728, 325]",2005,for,27,S-goods_description
PROCE,O,"[731, 319, 766, 325]",14246,gp,27,S-goods_description
(,O,"[716, 334, 726, 341]",2213,##m,-100,O
EUR,O,"[719, 334, 746, 341]",5511,08,27,S-goods_description
),O,"[741, 334, 750, 341]",8457,flame,27,S-goods_description
PROFORMA,O,"[802, 102, 895, 110]",7270,tube,27,S-goods_description
INVOICE,O,"[815, 116, 880, 124]",1997,of,27,S-goods_description
9.00,O,"[718, 378, 746, 386]",14246,gp,27,S-goods_description
8.00,O,"[718, 394, 746, 401]",2213,##m,-100,O
3.00,O,"[718, 409, 746, 416]",5511,08,27,S-goods_description
8.00,O,"[718, 424, 748, 431]",6904,fa,27,S-goods_description
10.00,O,"[714, 439, 751, 447]",13728,##lm,-100,O
16.00,O,"[714, 454, 750, 462]",2063,##e,-100,O
5.00,O,"[718, 469, 746, 479]",7270,tube,27,S-goods_description
5.00,O,"[718, 485, 746, 492]",1997,of,27,S-goods_description
14.00,O,"[713, 499, 750, 506]",14246,gp,27,S-goods_description
AMOUNT,O,"[822, 319, 877, 325]",2213,##m,-100,O
(,O,"[832, 335, 838, 342]",2260,12,27,S-goods_description
EUR,O,"[837, 335, 862, 342]",5313,##ul,-100,O
),O,"[860, 335, 865, 342]",2497,##b,-100,O
126.00,O,"[827, 379, 869, 386]",4762,fuel,27,S-goods_description
160.00,O,"[827, 393, 872, 401]",2240,line,27,S-goods_description
90.00,O,"[830, 409, 867, 416]",2005,for,27,S-goods_description
80.00,O,"[830, 424, 867, 431]",14246,gp,27,S-goods_description
100.00,O,"[827, 439, 870, 445]",2213,##m,-100,O
160.00,O,"[825, 454, 869, 461]",2260,12,27,S-goods_description
60.00,O,"[830, 468, 864, 475]",5313,##ul,-100,O
60.00,O,"[828, 483, 867, 491]",2497,##b,-100,O
420.00,O,"[825, 499, 869, 506]",4762,fuel,27,S-goods_description
JAE,O,"[597, 720, 629, 730]",2240,line,27,S-goods_description
EOR,O,"[640, 720, 681, 730]",2005,for,27,S-goods_description
.,O,"[684, 720, 689, 730]",14246,gp,27,S-goods_description
Paikeident,O,"[701, 720, 865, 732]",2213,##m,-100,O
CORPORATION,O,"[714, 661, 870, 675]",27074,20s,27,S-goods_description
EUR,S-currency_in_numeric,"[802, 758, 832, 765]",20850,##lb,-100,O
"1,256.00",S-total_amount_in_numeric,"[838, 758, 894, 765]",10938,transform,27,S-goods_description
ADD,O,"[234, 799, 266, 807]",2121,##er,-100,O
:,O,"[268, 799, 271, 807]",2005,for,27,S-goods_description
517-14,S-beneficiary_bank_address,"[276, 799, 322, 807]",14246,gp,27,S-goods_description
",",S-beneficiary_bank_address,"[322, 799, 325, 807]",2213,##m,-100,O
SANGDAEWON,S-beneficiary_bank_address,"[330, 799, 439, 807]",2260,12,27,S-goods_description
-,S-beneficiary_bank_address,"[439, 799, 444, 807]",5313,##ul,-100,O
DONG,S-beneficiary_bank_address,"[444, 799, 488, 807]",2497,##b,-100,O
",",S-beneficiary_bank_address,"[489, 799, 493, 807]",3976,price,34,O
JUNGWON,S-beneficiary_bank_address,"[498, 799, 575, 807]",3408,terms,34,O
-,S-beneficiary_bank_address,"[573, 799, 580, 807]",1042,f,34,O
GU,S-beneficiary_bank_address,"[582, 799, 600, 807]",1012,.,-100,O
",",S-beneficiary_bank_address,"[604, 799, 607, 807]",1051,o,-100,O
SEONGNAM,S-beneficiary_bank_address,"[612, 799, 696, 807]",1012,.,-100,O
-,S-beneficiary_bank_address,"[696, 799, 703, 807]",1038,b,-100,O
SI,S-beneficiary_bank_address,"[703, 799, 716, 807]",3902,bus,34,O
GYEONGGI,S-beneficiary_bank_address,"[723, 799, 807, 807]",2319,##an,-100,O
-,S-beneficiary_bank_address,"[798, 799, 807, 807]",6412,description,34,O
DO,S-beneficiary_bank_address,"[807, 799, 828, 807]",1997,of,34,O
KOREA,S-beneficiary_bank_address,"[835, 799, 887, 807]",5350,goods,34,O
SWIFT,O,"[236, 814, 283, 821]",1013,/,34,O
CODE,O,"[286, 814, 327, 821]",2326,service,34,O
:,S-beneficiary_bank_swift,"[330, 814, 333, 821]",6839,carrier,34,O
IBKOKRSEXXX,S-beneficiary_bank_swift,"[338, 814, 446, 821]",2011,by,31,S-pre_carriage_by
Account,O,"[236, 829, 295, 837]",2712,sea,31,S-pre_carriage_by
no,O,"[298, 829, 315, 837]",2561,total,34,O
:,O,"[317, 829, 322, 837]",1999,in,15,S-signed_by
165-028931-56-00011,S-beneficiary_account_no,"[327, 829, 471, 837]",27843,##fra,-100,O
Account,O,"[236, 844, 295, 851]",3970,accepted,15,S-signed_by
Name,O,"[300, 844, 338, 851]",2005,for,56,S-diclaration_by
:,O,"[340, 844, 343, 851]",11684,falcon,15,S-signed_by
SOOKOOK,O,"[348, 844, 426, 851]",4341,sales,15,S-signed_by
CORPORATION,O,"[431, 844, 538, 851]",3840,corporation,15,S-signed_by
 , , ,1192,н,34,O
 , , ,10260,##а,-100,O
 , , ,1192,н,15,S-signed_by
 , , ,10260,##а,-100,O
 , , ,29753,##ш,-100,O
 , , ,15290,##е,-100,O
 , , ,29752,##ч,-100,O
 , , ,15290,##е,-100,O
 , , ,18947,##н,-100,O
 , , ,10325,##и,-100,O
 , , ,7909,payment,34,O
 , , ,14841,ti,60,S-payment_terms
 , , ,2102,##t,-100,O
 , , ,1999,in,60,S-payment_terms
 , , ,5083,advance,60,S-payment_terms
 , , ,1015,1,34,O
 , , ,1013,/,-100,O
 , , ,1019,5,-100,O
 , , ,16183,sal,34,O
 , , ,2075,##ing,-100,O
 , , ,2006,on,34,O
 , , ,2030,or,34,O
 , , ,2055,about,34,O
 , , ,2362,together,34,O
 , , ,2007,with,34,O
 , , ,15315,sk,34,O
 , , ,11387,##20,-100,O
 , , ,17134,##13,-100,O
 , , ,1011,-,34,O
 , , ,1042,f,34,O
 , , ,8889,##00,-100,O
 , , ,2683,##9,-100,O
 , , ,12731,cu,34,O
 , , ,4630,##ant,-100,O
 , , ,3012,##ity,-100,O
 , , ,27019,pcs,34,O
 , , ,1007,),34,O
 , , ,4256,partner,56,S-diclaration_by
 , , ,24841,288,34,O
 , , ,19317,##22,-100,O
 , , ,19317,##22,-100,O
 , , ,2475,##2,-100,O
 , , ,2015,##s,-100,O
 , , ,2403,14,34,O
 , , ,2322,20,34,O
 , , ,2382,30,34,O
 , , ,2184,10,34,O
 , , ,2184,10,34,O
 , , ,2184,10,34,O
 , , ,2260,12,34,O
 , , ,2260,12,34,O
 , , ,1054,r,34,O
 , , ,2382,30,34,O
 , , ,16459,148,40,S-quantity
 , , ,7909,payment,34,O
 , , ,2011,by,34,O
 , , ,1024,:,34,O
 , , ,3919,industrial,53,S-beneficiary_bank
 , , ,2924,bank,53,S-beneficiary_bank
 , , ,1997,of,53,S-beneficiary_bank
 , , ,4420,korea,53,S-beneficiary_bank
 , , ,7042,sung,34,O
 , , ,13129,##nam,-100,O
 , , ,1011,-,34,O
 , , ,2718,hit,34,O
 , , ,15937,##ech,-100,O
 , , ,3589,branch,34,O
 , , ,3131,unit,34,O
 , , ,4013,pro,34,O
 , , ,3401,##ce,-100,O
 , , ,1006,(,34,O
 , , ,7327,eu,34,O
 , , ,2099,##r,-100,O
 , , ,1007,),34,O
 , , ,11268,prof,34,O
 , , ,2953,##or,-100,O
 , , ,2863,##ma,-100,O
 , , ,1999,in,34,O
 , , ,6767,##vo,-100,O
 , , ,6610,##ice,-100,O
 , , ,1023,9,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1022,8,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1017,3,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1022,8,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,2184,10,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,2385,16,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1019,5,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1019,5,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,2403,14,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,3815,amount,34,O
 , , ,1006,(,34,O
 , , ,7327,eu,34,O
 , , ,2099,##r,-100,O
 , , ,1007,),34,O
 , , ,14010,126,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,8148,160,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,3938,90,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,3770,80,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,2531,100,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,8148,160,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,3438,60,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,3438,60,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,17442,420,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,22770,jae,34,O
 , , ,1041,e,34,O
 , , ,2953,##or,-100,O
 , , ,1012,.,34,O
 , , ,6643,pa,34,O
 , , ,17339,##ike,-100,O
 , , ,5178,##ide,-100,O
 , , ,3372,##nt,-100,O
 , , ,3840,corporation,34,O
 , , ,7327,eu,22,S-currency_in_numeric
 , , ,2099,##r,-100,O
 , , ,1015,1,36,S-total_amount_in_numeric
 , , ,1010,",",-100,O
 , , ,17273,256,-100,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,5587,add,34,O
 , , ,1024,:,34,O
 , , ,4868,51,21,S-beneficiary_bank_address
 , , ,2581,##7,-100,O
 , , ,1011,-,-100,O
 , , ,2403,14,-100,O
 , , ,1010,",",21,S-beneficiary_bank_address
 , , ,6369,sang,21,S-beneficiary_bank_address
 , , ,6858,##dae,-100,O
 , , ,19291,##won,-100,O
 , , ,1011,-,21,S-beneficiary_bank_address
 , , ,11947,dong,21,S-beneficiary_bank_address
 , , ,1010,",",21,S-beneficiary_bank_address
 , , ,11810,jung,21,S-beneficiary_bank_address
 , , ,19291,##won,-100,O
 , , ,1011,-,21,S-beneficiary_bank_address
 , , ,19739,gu,21,S-beneficiary_bank_address
 , , ,1010,",",21,S-beneficiary_bank_address
 , , ,27457,seo,21,S-beneficiary_bank_address
 , , ,3070,##ng,-100,O
 , , ,13129,##nam,-100,O
 , , ,1011,-,21,S-beneficiary_bank_address
 , , ,9033,si,21,S-beneficiary_bank_address
 , , ,1043,g,21,S-beneficiary_bank_address
 , , ,6672,##ye,-100,O
 , , ,5063,##ong,-100,O
 , , ,5856,##gi,-100,O
 , , ,1011,-,21,S-beneficiary_bank_address
 , , ,2079,do,21,S-beneficiary_bank_address
 , , ,4420,korea,21,S-beneficiary_bank_address
 , , ,9170,swift,34,O
 , , ,3642,code,34,O
 , , ,1024,:,44,S-beneficiary_bank_swift
 , , ,21307,ib,44,S-beneficiary_bank_swift
 , , ,3683,##ko,-100,O
 , , ,21638,##kr,-100,O
 , , ,3366,##se,-100,O
 , , ,20348,##xx,-100,O
 , , ,2595,##x,-100,O
 , , ,4070,account,34,O
 , , ,2053,no,34,O
 , , ,1024,:,34,O
 , , ,13913,165,5,S-beneficiary_account_no
 , , ,1011,-,-100,O
 , , ,6185,02,-100,O
 , , ,2620,##8,-100,O
 , , ,2683,##9,-100,O
 , , ,21486,##31,-100,O
 , , ,1011,-,-100,O
 , , ,5179,56,-100,O
 , , ,1011,-,-100,O
 , , ,2199,000,-100,O
 , , ,14526,##11,-100,O
 , , ,4070,account,34,O
 , , ,2171,name,34,O
 , , ,1024,:,34,O
 , , ,17111,soo,34,O
 , , ,3683,##ko,-100,O
 , , ,6559,##ok,-100,O
 , , ,3840,corporation,34,O
 , , ,102,[SEP],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
ĪV,O,"[505, 21, 544, 46]",101,[CLS],-100,O
Haining,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[140, 76, 259, 100]",4921,iv,34,O
Hengxing,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[274, 76, 423, 100]",15030,hai,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
Plastic,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[442, 76, 544, 100]",5582,##ning,-100,O
Industry,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[559, 76, 685, 100]",21863,hen,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
Co.,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[700, 76, 762, 100]",2290,##g,-100,O
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[765, 76, 770, 100]",19612,##xing,-100,O
Ltd,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[775, 76, 820, 100]",6081,plastic,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
ADU,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[93, 105, 128, 115]",3068,industry,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
:,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[128, 105, 135, 115]",2522,co,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
NU.58.SUNJIAMUQIAO,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[139, 103, 314, 116]",1012,.,-100,O
ROAD,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[323, 105, 370, 115]",1010,",",39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
JIASHAN,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[375, 105, 442, 116]",5183,ltd,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
COMMUNITY.YUANHUA,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[448, 105, 638, 118]",4748,ad,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
TOWN,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[643, 106, 691, 118]",2226,##u,-100,O
HAINING,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[700, 107, 765, 118]",1024,:,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[770, 107, 775, 118]",16371,nu,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
ZHEJIANG,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[772, 107, 854, 118]",1012,.,-100,O
Profoma,O,"[353, 119, 485, 138]",5388,58,-100,O
Invoice,O,"[499, 120, 611, 139]",1012,.,-100,O
INVOICE,O,"[92, 147, 159, 157]",3103,sun,-100,O
NO,O,"[164, 147, 187, 157]",26541,##jia,-100,O
.,O,"[187, 147, 197, 157]",12274,##mu,-100,O
FX20130000,S-performa_invoice_no,"[194, 147, 294, 157]",14702,##qi,-100,O
BUYER,O,"[93, 186, 145, 195]",7113,##ao,-100,O
Company,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name,"[93, 214, 162, 227]",2346,road,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
:,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name,"[160, 214, 165, 226]",25871,jia,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
M.K.,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name,"[175, 214, 209, 226]",9688,##shan,-100,O
Steels,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name,"[93, 231, 139, 240]",2451,community,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
Plot,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[93, 245, 120, 255]",1012,.,-100,O
no,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[125, 245, 142, 255]",11237,yuan,-100,O
:,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[144, 245, 147, 255]",14691,##hua,-100,O
487,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[152, 245, 177, 255]",2237,town,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
",",S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[180, 245, 184, 255]",15030,hai,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
Industrial,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[108, 260, 174, 270]",5582,##ning,-100,O
Area,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[179, 260, 214, 270]",1010,",",49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
',S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[219, 260, 222, 270]",26805,zhejiang,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
B,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[222, 260, 232, 270]",11268,prof,34,O
',S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[232, 260, 237, 270]",9626,##oma,-100,O
",",S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[241, 260, 246, 270]",1999,in,34,O
Gill,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[92, 275, 117, 284]",6767,##vo,-100,O
Road,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[118, 275, 157, 284]",6610,##ice,-100,O
